"restaurant name",city,cuisines,"aggregate rating",cost
"Gangaur Sweets",Noida,"North Indian, South Indian, Chinese, Mithai",2.7,6.500
Handi,Noida,"North Indian, Chinese",2.9,11.050
"Hungry Inn",Noida,"North Indian, Chinese, South Indian",3,6.500
Keventers,Noida,Beverages,2.9,5.200
La-Cuisine,Noida,"North Indian, Chinese",2.9,7.150
"Melting Flavours",Noida,"North Indian",3.4,10.400
"Mighty Mughlai",Noida,"North Indian, Mughlai, Chinese",3.2,5.850
Mithaas,Noida,"North Indian, Chinese, South Indian, Mithai",2.9,8.450
"Mood 4 Food",Noida,"Street Food, North Indian",3.1,1.950
"Northern Bytes",Noida,"Kashmiri, Chinese",3.1,6.500
Shahenshah,Noida,"North Indian, Mughlai, Chinese",3,6.500
"Sugar Daddy Bakers",Noida,Bakery,2.7,4.550
"Swag Sadda Desi",Noida,"Fast Food, North Indian",3.1,3.900
"The Chinese Hut",Noida,"Chinese, Fast Food",2.9,5.200
"Wild Chef House",Noida,"North Indian, Mughlai",3.1,6.500
"Grub Patio",Noida,"Cafe, Continental, Italian",3.7,7.800
"The Grill @ 76",Noida,"North Indian, Mughlai, Chinese",3.5,8.450
"Zooby's Kitchen",Noida,"North Indian, Mughlai, Chinese",3.5,10.400
4U,Noida,"North Indian, South Indian, Chinese",0,3.250
"Aadhya Bakery & Foods",Noida,"Bakery, North Indian",0,3.250
"Bake Walkers",Noida,"Bakery, Desserts",0,3.900
"Bean Machine & Co.",Noida,"Italian, Continental, American",0,6.500
"Big B Pastry Shop",Noida,"Bakery, Fast Food",0,2.600
"Breadman Cake Shop",Noida,Bakery,0,3.900
Breaky2Dinner,Noida,"Chinese, North Indian",0,6.500
"Brijwasi Sweets",Noida,"Mithai, Fast Food",0,1.300
"Cafe Hot Pot",Noida,"Fast Food",0,1.300
"Chef's Curry",Noida,"North Indian, Mughlai, Chinese",0,7.800
"Dilli Bakery",Noida,"Bakery, Fast Food",0,3.250
"Domino's Pizza",Noida,"Pizza, Fast Food",0,9.100
"Dove And Mouse",Noida,"Cafe, Desserts",0,6.500
"Food Cabana",Noida,Chinese,0,5.850
"Frozen Grillz",Noida,"Raw Meats, North Indian, Fast Food",0,4.550
"Ganesh Chinese Food Corner",Noida,Chinese,0,3.900
"Green Chick Chop",Noida,"Raw Meats, North Indian, Fast Food",0,4.550
"Handi Mitran Di",Noida,"Mughlai, North Indian, Chinese",0,9.100
"Hunger Tales",Noida,"Lucknowi, Mughlai, North Indian",0,6.500
"Hydrabad Biryani Express",Noida,"North Indian",0,4.550
"Ice Stone Cafe",Noida,Desserts,0,2.600
"Kake Da Dhaba",Noida,"North Indian",0,5.850
"Lucknow Wale Kwality Kabab",Noida,"Mughlai, North Indian",0,7.800
Mairu's,Noida,"North Indian, Chinese, Fast Food",0,3.900
Meatwale.com,Noida,"Raw Meats, Fast Food",0,3.900
"Mr. Biryani Walia",Noida,Biryani,0,5.200
"N E Great Foods",Noida,"Street Food",0,1.300
"New Punjabi Tadka",Noida,"North Indian, Chinese",0,3.900
"Royal King",Noida,"North Indian, South Indian, Street Food",0,10.400
"The Dhaba",Noida,"North Indian",0,6.500
"Tikka Express meets Chennai Express",Noida,"Fast Food, North Indian, South Indian",0,5.200
Vyanjan,Noida,"North Indian",0,3.900
Yolkers,Noida,"Fast Food",0,3.250
"Zaika Kathi Rolls",Noida,"Fast Food",0,1.300
"Zaika of Dilli 6",Noida,"North Indian, Chinese, Kashmiri",0,7.800
Bikaner's,Noida,"Mithai, North Indian",2.4,5.200
"Chawla's 2",Noida,"North Indian, Mughlai, Chinese",2.1,18.200
"Ginnis Oven",Noida,Bakery,3.2,5.200
"Cream Bell",Noida,"Ice Cream",0,2.600
Whomely,Noida,"North Indian",3.2,2.600
Breaktym,Noida,"North Indian, Mughlai",3.2,5.200
"Chinese Chilli Seasonal",Noida,Chinese,2.9,3.900
Gopala,Noida,"Mithai, Beverages",3.4,2.600
"Hungry's Hut",Noida,"Chinese, Fast Food",3.1,6.500
Kebabplus,Noida,"North Indian, Mughlai",3.1,7.800
"Oh Buoy - Flying Fox",Noida,"Chinese, Fast Food",3,6.500
"Punjabi Pakwaan",Noida,"North Indian, Mughlai, Chinese",3.1,10.400
"The Dessert Table Company",Noida,"Bakery, Desserts",3.1,6.500
"The Roll Van",Noida,"North Indian, Mughlai",3,6.500
"Kitchen Mantra",Noida,"North Indian, Mughlai, Chinese",3.6,7.150
"Wabi Sabi",Noida,"Bakery, Fast Food",3.6,3.900
"Baskin Robbins",Noida,"Ice Cream",0,3.900
"Choicest Cakes",Noida,Bakery,0,3.900
"Midnight Foodies",Noida,"Burger, Fast Food",0,3.250
"Om Sweets Caterers & Bakery",Noida,"Mithai, Bakery",0,1.950
"Spicy Affair",Noida,"Street Food",0,1.950
"The Bakery Mart",Noida,Bakery,0,10.400
"Southern Flavours",Noida,"South Indian",2.4,4.550
Cakebak,Noida,"Bakery, Desserts",3.1,5.200
"Fire n Ice",Noida,"Fast Food, North Indian, Chinese",0,7.800
"Adarsh Kulfi",Noida,"Ice Cream",3,1.300
"Andaaz E Paranthas",Noida,"North Indian, Mughlai",3.2,7.150
"Hot Fries",Noida,"Fast Food",3,4.550
"Pizza Hut",Noida,"Italian, Pizza, Fast Food",3.4,13.000
"Rasoi E Punjab",Noida,"North Indian",2.6,6.500
Subway,Noida,"American, Fast Food, Salad, Healthy Food",3.4,6.500
Haldiram's,Noida,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",3.6,7.800
"Legends Barbeques",Noida,"North Indian, Chinese, Mediterranean, Asian, Continental",3.9,16.900
"6 Packs Momos",Noida,Chinese,0,3.900
Balti,Noida,"North Indian",0,5.200
"Baskin Robbins",Noida,"Ice Cream",0,3.900
KBC?,Noida,"North Indian, Mughlai",0,6.500
"Nukkad Bites",Noida,"North Indian, South Indian, Bakery, Beverages",0,6.500
"Pan Asian Noodles",Noida,Chinese,0,7.150
Chicane,Noida,"European, North Indian, Chinese",2.2,32.500
"US Pizza",Noida,"Pizza, Fast Food",2.2,8.450
"Angeethi Se",Noida,"North Indian, Chinese",3.2,7.800
Barista,Noida,Cafe,2.5,8.450
"BK's The Juice Bar",Noida,"Juices, Beverages, Fast Food",3,2.600
"Eden Kitchen & Bar",Noida,"North Indian, Chinese",3.1,26.000
"Moti Mahal Delux Tandoori Trail",Noida,"North Indian, Mughlai, Chinese",2.5,13.000
"New Woks",Noida,"Chinese, Asian",2.5,9.750
"Otik Hotshop",Noida,"North Indian, Mughlai",3.1,7.800
"Pizza Hut",Noida,"Italian, Pizza, Fast Food",3.3,13.000
"Punjabi Dhaba 61",Noida,"North Indian, Mughlai, Chinese",2.6,10.400
"Punjabi Pakwaan",Noida,"North Indian, Mughlai",3,15.600
"Spice of India",Noida,"Mughlai, North Indian",2.6,9.100
Swaad,Noida,"North Indian, Chinese",2.7,7.800
"Yumm Biryani",Noida,"Biryani, Mughlai",3.2,7.150
"Otik Cake Shop",Noida,"Bakery, Desserts, Fast Food, North Indian",3.5,5.850
"Adarsh Kulfi",Noida,"Ice Cream",0,1.300
"Pizza Junction",Noida,"Fast Food, Pizza",0,7.150
"Domino's Pizza",Noida,"Pizza, Fast Food",2.4,9.100
"Sagar Ratna",Noida,"South Indian, North Indian, Chinese",2.3,7.800
Subway,Noida,"American, Fast Food, Salad, Healthy Food",2.3,6.500
Barista,Noida,Cafe,3.3,8.450
"Bikano Chat Cafe",Noida,"North Indian, Street Food, South Indian, Fast Food, Chinese",3,6.500
"Cafe Coffee Day",Noida,Cafe,2.7,5.850
"Cafe Coffee Day",Noida,Cafe,2.7,5.850
Chaayos,Noida,"Cafe, Tea",3.4,5.200
"Chopaal Marwari",Noida,"North Indian, Rajasthani",2.8,7.800
"Dolce Gelato",Noida,"Ice Cream, Beverages, Fast Food",3,3.900
"Domino's Pizza",Noida,"Pizza, Fast Food",3.2,9.100
"Gelato Vinto",Noida,"Desserts, Ice Cream",3.1,3.250
"Kebab Xpress",Noida,"North Indian, Mughlai",3.2,7.800
McDonald's,Noida,"Fast Food, Burger",3.4,6.500
"Pind Balluchi",Noida,"North Indian, Mughlai",3.3,10.400
"Ristorante Prego",Noida,Italian,3.1,15.600
"The Coffee Bean & Tea Leaf",Noida,Cafe,2.6,9.100
"Turquoise Turkish Ice-cream",Noida,"Ice Cream",3.4,3.250
"Yo! China",Noida,Chinese,2.6,16.900
"Baskin Robbins",Noida,"Ice Cream",3.5,3.900
"Burger King",Noida,"Burger, Fast Food",3.5,6.500
"Costa Coffee",Noida,Cafe,3.5,7.800
"Crazy Noodles",Noida,"Chinese, Thai",3.6,14.300
"Jack Po!tato's",Noida,"Fast Food",3.5,1.950
"Mandarin Trail",Noida,Chinese,3.7,19.500
"Nazeer Foods",Noida,"Mughlai, North Indian",3.6,7.800
"Pizza Hut",Noida,"Italian, Pizza, Fast Food",3.7,13.000
"Shree Rathnam",Noida,"South Indian, North Indian, Chinese",3.5,10.400
"TGI Friday's",Noida,"American, Tex-Mex",3.5,32.500
"Thaal Vaadi",Noida,"North Indian, Rajasthani",3.5,13.000
"Cafe' Wow",Noida,"Fast Food",0,2.600
"Chef's Basket Pop Up Caf刺",Noida,"Italian, Chinese",0,2.600
"Chocolate Fountain",Noida,Desserts,0,1.950
McDonald's,Noida,"Desserts, Ice Cream",0,1.950
"Tea Trails",Noida,Cafe,0,11.050
"The Hangout-Deli",Noida,"Continental, Lebanese, Mexican",0,13.000
Chopaal,Noida,"Chinese, North Indian, South Indian, Fast Food",2,5.850
"Club Ice Cube",Noida,"North Indian, Continental, Chinese",2,31.200
"Moti Mahal Delux Tandoori Trail",Noida,"North Indian, Mughlai",2,15.600
"The Punjabiis Restro Bar",Noida,"North Indian, Chinese",4,15.600
"Sky Grill",Noida,"North Indian, Chinese",2.6,9.100
"Bread & Pasta",Noida,"Fast Food",0,5.200
"Chillies Cafe",Noida,"Fast Food",0,7.800
Platters,Noida,"North Indian, Chinese",0,6.500
"The Grand",Noida,"Raw Meats, Fast Food",0,3.250
"Hops n Grains",Panchkula,"North Indian, Middle Eastern, Pizza",4.2,26.000
"Genuine Broaster Chicken",Patna,"American, Chinese, North Indian, Italian",3.5,6.500
"Bansi Vihar",Patna,"South Indian, Fast Food",3.4,3.900
"Mainland China",Patna,Chinese,3.5,18.200
"Pukhtaan-The Royal Taste of India",Patna,"North Indian, Chinese",3.5,19.500
"The Yellow Chilli",Patna,"North Indian, Chinese, Continental",3.5,13.000
"Indian Summer Cafe",Patna,"Continental, Cafe, Italian, Pizza, North Indian, Chinese, Bakery, Mughlai",3.4,7.800
KFC,Patna,"Fast Food",3.3,6.500
McDonald's,Patna,"Fast Food",3.4,6.500
"Biryani Mahal",Patna,"Biryani, Mughlai",3.6,6.500
"Spice Court - Hotel Maurya",Patna,"North Indian, Continental, Chinese, South Indian",3.7,20.800
Angeethi,Patna,"North Indian, Mughlai, Chinese",3.4,10.400
"Red Chilli",Patna,"Chinese, North Indian, Mughlai",3.6,5.850
"Pind Balluchi",Patna,"North Indian, Chinese",3.3,13.000
"Raj Rasoi",Patna,"North Indian, South Indian, Fast Food",3.3,7.800
"Kapil Dev's Eleven",Patna,"North Indian, Chinese, Finger Food",3.6,13.000
"Sri Basant Vihar",Patna,"North Indian, Fast Food",3.6,7.800
"17 Degrees",Patna,"North Indian, Chinese, Continental, Italian",3.5,15.600
Nirvana,Patna,"North Indian, Chinese",3.4,9.100
"Roti Restaurant",Patna,"North Indian, South Indian, Chinese",3.1,6.500
Swaaddesh,Patna,"North Indian, Chinese",3.5,9.100
"Auroville Bakery",Puducherry,Bakery,3.8,1.950
"Tanto Pizzeria",Puducherry,"Pizza, Italian",3.8,13.000
"The Smoothie Bar",Puducherry,"Desserts, Beverages, Juices",3.7,3.250
"Le Club",Puducherry,"French, Continental, North Indian",3.5,18.200
"Cafe Ole",Puducherry,"Cafe, Continental",3.8,9.100
Italize,Puducherry,"Pizza, Italian",3.6,7.800
"The Pasta Bar Veneto",Puducherry,Italian,3.6,11.700
"Baker Street",Puducherry,"Bakery, French",4.1,5.200
"Zuka Choco-la",Puducherry,Desserts,4.2,3.900
"Bay of Buddha -  The Promenade",Puducherry,"Chinese, Thai, Malaysian, Vietnamese, Korean, Indonesian, Asian",3.8,19.500
"Blueline - The Promenade",Puducherry,"North Indian, Seafood, South Indian, Italian",3.8,19.500
"Villa Shanti",Puducherry,Continental,3.9,19.500
"Le Cafe",Puducherry,Cafe,3.1,5.850
"Spice Route",Puducherry,"Continental, North Indian, Finger Food",3.4,15.600
#Dilliwaala6,Puducherry,"North Indian",3.7,10.400
"Cafe des Arts",Puducherry,Cafe,3.5,10.400
"Le Dupleix",Puducherry,"North Indian, French, Continental",3.8,19.500
"Rendezvous Cafe Restaurant",Puducherry,"Goan, Mangalorean, Continental, French",3.5,15.600
"The Indian Kaffe Express",Puducherry,Cafe,3.8,7.150
"Gelateria Montecatini Terme",Puducherry,Desserts,4.2,1.950
"The Urban Foundry",Pune,"North Indian, Asian",4.5,19.500
"Teddy Boy",Pune,"North Indian, Continental, Finger Food",3.6,15.600
"Effingut Brewerkz",Pune,"Continental, North Indian, Mughlai, Burmese",4.3,26.000
"Le Plaisir",Pune,"European, Desserts",4.8,13.000
"Farzi Cafe",Pune,"Modern Indian",4.3,19.500
"Mineority By Saby",Pune,"North Indian, North Eastern, Continental",4.2,18.200
"The Little Next Door",Pune,"Finger Food, Italian, Spanish, Greek",4.1,13.000
"Effingut Brewerkz",Pune,"Continental, North Indian, Mughlai, Burmese",4.3,23.400
Kargo,Pune,"Charcoal Grill, Italian, North Indian, European, Indonesian, Thai",4.4,11.700
"Saut刺ed Stories",Pune,"Cafe, Italian, Continental",4.2,11.050
"The Sassy Spoon",Pune,"European, Asian, Mediterranean, Modern Indian, Desserts, Finger Food",4.1,19.500
"German Bakery Wunderbar",Pune,"Italian, German, Continental",4,13.000
Chili's,Pune,"Mexican, American, Tex-Mex",4.5,23.400
"Barbeque Nation",Pune,"North Indian, Mughlai",4.5,22.100
"Blue Water",Pune,"North Indian, Chinese, Continental",4.2,19.500
"Agent Jack's Bar",Pune,"Continental, North Indian, Italian",4.2,15.600
"Tales & Spirits",Pune,"Italian, Continental, Cafe",4.1,10.400
"18 Degrees Resto Lounge",Pune,"North Indian, Mediterranean, Chinese",3.6,27.300
Apache,Pune,"Finger Food",4.1,13.000
"Barbeque Ville",Pune,"North Indian",4.4,13.000
"Hot Lips",Ranchi,"North Indian, Chinese",3.3,13.000
"The Kav's",Ranchi,"North Indian, Continental, Chinese",3.2,5.200
Prana,Ranchi,"European, North Indian, Continental, Italian",3.7,13.000
"Kathi Kabab",Ranchi,"Fast Food, North Indian",3.3,5.200
"Yo China Restaurant",Ranchi,Chinese,3.4,8.450
"Kaveri Restaurant And Caterers",Ranchi,"North Indian, Chinese, South Indian, Chinese",4,5.850
"Yellow Sapphire",Ranchi,"Continental, North Indian, European",3.7,13.000
"Moti Mahal Delux Tandoori Trail",Ranchi,"North Indian, Chinese",3.6,13.000
"Jungli Moon Dance Restaurant",Ranchi,"North Indian, South Indian, Chinese",3.1,6.500
KFC,Ranchi,"Fast Food",3.2,6.500
"Punjab Sweet House",Ranchi,"Street Food",3.5,2.600
"Food Belle",Ranchi,"North Indian, Chinese",3.3,8.450
"Kaveri Restaurant And Caterers",Ranchi,"North Indian, Chinese, South Indian, Chinese",3.4,5.850
"OMG Cafe",Ranchi,"Cafe, Italian, Mexican, Chinese, North Indian",3.3,6.500
"The Best",Ranchi,"North Indian, South Indian, Chinese",3.4,5.200
"7th Heaven",Ranchi,"South Indian, North Indian, Chinese",3.7,5.200
"The Urban Brava",Ranchi,"Cafe, Fast Food, North Indian",3.6,13.000
"Waterfront - Radisson Blu",Ranchi,"North Indian, Continental",3.4,26.000
"Pizza Hut",Ranchi,Pizza,3.5,9.100
"Aroma - The Royal Retreat",Ranchi,"North Indian, South Indian, Chinese",3.5,19.500
"Saffron Mantra",Secunderabad,"North Indian, Chinese",4.4,11.050
"Coffee Cup",Secunderabad,"Cafe, Continental",4.6,10.400
"Level 5 - Terrace Restro & Cafe",Surat,"Chinese, North Indian, Italian, Mexican",3.8,11.700
"Wok On Fire",Surat,"Chinese, Thai, Asian",3.9,10.400
Thalaivaa,Surat,"South Indian",4.1,6.500
"World Platter",Surat,"North Indian, Chinese, Thai, Mexican, Italian",3.9,10.400
"Golden Dragon",Surat,Chinese,4.2,10.400
"Mysore Cafe",Surat,"South Indian",4,3.250
"Coffee Culture - The Ristorante Lounge",Surat,"Cafe, Continental",4,8.450
"Falafel Lovers",Surat,"Lebanese, Italian",4.3,8.450
"The Centre Court",Surat,"Italian, North Indian, Desserts, Continental",4.1,11.700
"Wok On Fire",Surat,"Chinese, Thai, Asian",3.7,10.400
"Leonardo Italian Mediterranean Dining",Surat,"Italian, Mexican, Mediterranean",4.2,18.200
"Kansar Gujarati Thali",Surat,Gujarati,3.9,7.150
"The Haus",Surat,"Cafe, Desserts",3.9,6.500
"Black Pepper",Surat,"North Indian, Italian",4.1,13.000
"Pizza Hut",Surat,Pizza,4.1,10.400
"The Sizzling Salsa",Surat,"Italian, Continental, Chinese, Mexican",4.1,19.500
"Global Local",Surat,"Modern Indian",3.4,19.500
"The Creamery",Surat,"Ice Cream, Desserts",3.6,3.250
"The Food Lab",Surat,"Italian, Lebanese, Mexican",3.6,11.700
"The Hog Spot",Surat,"North Indian, Italian, Mexican, Asian",3.8,10.400
"22nd Parallel",Vadodara,"South Indian",4.5,5.200
"Kabir Kitchen",Vadodara,"North Indian, Chinese",3.8,7.800
"Kaphi Pibama",Vadodara,"Cafe, Mexican, Italian, Fast Food",3.8,6.500
VarieTea,Vadodara,"Cafe, Fast Food",3.9,5.200
"Barbeque Nation",Vadodara,"Mughlai, North Indian",4.3,19.500
"Little Italy",Vadodara,Italian,4.1,13.000
Meraki,Vadodara,"North Indian, Continental, Italian, Asian",4,15.600
"That Place",Vadodara,"Italian, Mexican, Continental",4.4,19.500
"Wok On Fire",Vadodara,"Thai, Chinese, Asian",3.8,10.400
"Mandap - Hotel Express Towers",Vadodara,Gujarati,4,7.800
"Offside Lounge",Vadodara,"Continental, Chinese, Mexican, North Indian",3.8,10.400
"Gazebo Garden Restaurant",Vadodara,"North Indian",3.5,13.000
"La Quello - Mediterranean Kitchen",Vadodara,"Mediterranean, Italian",4.6,16.900
"El Amigos Kitchen",Vadodara,"North Indian, Thai, Italian, Chinese, Mexican",3.5,10.400
"Mr Toasties",Vadodara,"Fast Food",3.9,3.900
"The Yellow Chilli",Vadodara,"North Indian, Mughlai",3.9,10.400
"Coffee Culture",Vadodara,Cafe,4.3,7.800
"Freshco - The Health Caf刺",Vadodara,Cafe,4.2,9.100
"Pizza Hut",Vadodara,"Pizza, Italian",4.1,7.800
Tomato's,Vadodara,"North Indian, Mughlai, Mexican, Thai",4.1,13.000
"Open Hand Shop & Cafe",Varanasi,Cafe,3.4,5.850
"Pizzeria Vaatika Cafe",Varanasi,"Pizza, Chinese",3.7,9.100
"Aman Restaurant",Varanasi,"Chinese, North Indian",3.2,8.450
"Blue Lassi",Varanasi,Beverages,3.7,3.900
"Kerala Cafe",Varanasi,"South Indian",3.6,3.900
"Baati Chokha",Varanasi,"North Indian",3.7,5.850
"Deena Chat Bhandar",Varanasi,"Street Food",3.8,0.000
"Dosa Cafe",Varanasi,"South Indian",3.5,5.850
"Kashi Chat Bhandar",Varanasi,"Street Food",4.1,1.950
"Chrystal Bowl Restaurant",Varanasi,"North Indian",3.3,10.400
"Flavours Cafe",Varanasi,"North Indian, Cafe",3.4,5.200
"Ming Garden",Varanasi,Chinese,3.5,7.800
"Burger King",Varanasi,"North Indian, Fast Food",3.4,4.550
"Tandoor Villa",Varanasi,"North Indian, Mughlai",3.6,7.800
"eastWEST - Radisson Hotel",Varanasi,"Cafe, North Indian, Continental",3.3,7.800
"The Great Kabab Factory - Radisson Hotel",Varanasi,"North Indian, Mughlai",3.3,14.300
"I:ba Cafe & Restaurant",Varanasi,"Japanese, American, North Indian, Fast Food",3.5,13.000
"3Cherryz Sky Lounge & Cafe",Varanasi,"Cafe, North Indian, Chinese",3.2,6.500
"VNS Live Studio",Varanasi,"Chinese, North Indian",3.5,0.000
"Singh's Delight Restaurant",Varanasi,"Chinese, North Indian",3.5,9.100
"Pizza Hut",Vizag,"Pizza, Fast Food",4.6,7.800
"Pizza Hut",Vizag,"Pizza, Fast Food",4.3,7.800
"Sri Sairam Parlour",Vizag,"South Indian, North Indian",4.2,3.900
"Mekong - Hotel GreenPark",Vizag,"Chinese, Thai, Burmese, Vietnamese, Tibetan, Japanese",4.4,16.900
"The Square - Hotel Novotel",Vizag,"Continental, North Indian",4.1,22.100
"Alpha Hotel",Vizag,"North Indian, Biryani",3.7,3.900
"Barbeque Nation",Vizag,"North Indian, Chinese, Mediterranean",4.9,20.800
"Double Roti",Vizag,"Cafe, Fast Food, American",3.8,13.000
"Bake My Wish",Vizag,"Fast Food",3.8,5.850
"Kamat Restaurant",Vizag,"Andhra, North Indian, Chinese, Seafood, Biryani",3.6,7.800
"My Restaurant",Vizag,"Andhra, North Indian, Chinese",3.5,7.800
"Percolator Coffee House",Vizag,"Mughlai, Chinese, Cafe, BBQ, Cajun",3.6,6.500
"Tea Trails",Vizag,"Fast Food",3.7,6.500
"Six Degrees",Vizag,"South Indian, Chinese, Continental, Italian, North Indian",4.1,7.800
"Sea Inn - Raju Gaari Dhaba",Vizag,"Biryani, Andhra",4,5.850
"D Cabana",Vizag,"Continental, Seafood, Chinese, North Indian, Biryani",3.6,7.800
Kaloreez,Vizag,"Cafe, North Indian, Chinese",3.7,5.200
"Plot 17",Vizag,"Burger, Pizza, Biryani",4.3,7.800
"Vista - The Park",Vizag,"American, North Indian, Thai, Continental",3.8,19.500
"Flying Spaghetti Monster",Vizag,Italian,4.4,18.200
"Noah's Barn Coffeenery",Bandung,"Cafe, Coffee and Tea, Western",4.2,10.050000
"Momo Milk",Bogor,"Cafe, Desserts, Beverages",3.7,4.690000
Lemongrass,Bogor,"Peranakan, Indonesian",4,16.750000
"Talaga Sampireun",Jakarta,"Sunda, Indonesian",4.9,13.400000
"Toodz House",Jakarta,"Cafe, Italian, Coffee and Tea, Western, Indonesian",4.6,11.055000
OJJU,Jakarta,Korean,3.9,13.400000
"Union Deli",Jakarta,"Desserts, Bakery, Western",4.6,13.400000
Skye,Jakarta,"Italian, Continental",4.1,53.600000
"Satoo - Hotel Shangri-La",Jakarta,"Asian, Indonesian, Western",4.6,53.600000
MONKS,Jakarta,"Western, Asian, Cafe",4.2,16.750000
Zenbu,Jakarta,"Japanese, Sushi, Ramen",4.4,13.400000
"Sushi Masa",Jakarta,"Sushi, Japanese",4.9,33.500000
"Lucky Cat Coffee & Kitchen",Jakarta,"Cafe, Western",4.3,20.100000
"3 Wise Monkeys",Jakarta,Japanese,4.2,30.150000
"Flip Burger",Jakarta,Burger,4.4,8.040000
"Talaga Sampireun",Jakarta,"Sunda, Indonesian",4.9,13.400000
"Fish Streat",Jakarta,"Seafood, Western",3.4,6.700000
"Fish Streat",Jakarta,"Seafood, Western",4,6.700000
"Avec Moi Restaurant and Bar",Jakarta,"French, Western",4.3,23.450000
Onokabe,Tangerang,Indonesian,3.7,20.100000
"Talaga Sampireun",Tangerang,"Sunda, Indonesian",4.9,13.400000
"Kiss Kiss",Auckland,Thai,4.3,25.20
Giapo,Auckland,"Ice Cream, Desserts",4.7,12.60
Milse,Auckland,Desserts,4.9,31.50
Orleans,Auckland,American,4.1,40.95
"Depot Eatery and Oyster Bar",Auckland,"Seafood, Kiwi",4.8,56.70
"Federal Delicatessen",Auckland,"Cafe, American",4.6,37.80
Miann,Auckland,Desserts,4.9,15.75
"Little Sister Cafe",Auckland,Cafe,4.5,28.35
"The Kimchi Project",Auckland,"Asian Fusion, Cafe",4.2,56.70
"De Fontein Belgian Beer Cafe",Auckland,European,2.3,63.00
Chinoiserie,Auckland,"Taiwanese, Street Food",4.4,31.50
"Eden Noodles Cafe ?_??냳_냳_씊",Auckland,Chinese,4.3,22.05
Frasers,Auckland,"Cafe, European",4,37.80
"The Garden Shed",Auckland,"Kiwi, European",4.2,56.70
"Tucks and Bao",Auckland,"Asian Fusion, Pub Food, Fusion, Asian, Filipino, Malaysian, Thai",3.5,44.10
"Winona Forever",Auckland,Cafe,4,31.50
"Big Fish Eatery",Auckland,"Asian, Sushi, Seafood",4.5,34.65
PappaRich,Auckland,Malaysian,4,37.80
"Eight - The Langham Hotel",Auckland,European,4.7,119.70
Baduzzi,Auckland,Italian,4.6,75.60
"Maranui Cafe","Wellington City","Cafe, Kiwi",4.3,31.50
"Five Boroughs","Wellington City",American,4.1,37.80
"Ekim Burgers","Wellington City","Fast Food",4.5,15.75
Ombra,"Wellington City",Italian,4.5,44.10
"The Hangar","Wellington City",Cafe,4.6,31.50
"Burger Liquor","Wellington City",American,4.1,34.65
"Caffe L'affare","Wellington City",Cafe,4.1,31.50
Dragonfly,"Wellington City",Asian,4.3,63.00
"Enigma Cafe","Wellington City","Cafe, Kiwi, Ice Cream, Desserts",4,31.50
Fidel's,"Wellington City","Cafe, European, Mexican",4.4,31.50
"Fisherman's Plate","Wellington City","Vietnamese, Fish and Chips",4.3,25.20
